ID_Supabase;SKU;Nombre;Gama;Subcategoria;Peso (kg/g);PVP;Precio Base (PVD);Ruta Foto Actual;Foto Correcta?;Ruta CORRECTA de Foto
cd21b4e3-948f-45db-b4f8-1e6ccfb6a4c9;AM-049;AMANOVA Wet Cat Chicken Fillets Broth 70Gr Nº01 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-049.jpg;;
e989007c-93d3-450b-8d28-fc193fc8da26;AM-050;AMANOVA Wet Cat Salmon & Turkey Pouch 85Gr Nº11 (Unidad);Wet line;Alimentación húmeda;85G;1.45;0.92;public/images/productos/AM-050.jpg;;
7e3a2edc-97b2-4aee-95cd-687397f05b1d;AM-051;AMANOVA Wet Cat Salmon & Turkey Pouch 85Gr Nº11 12Ud (Caja 12 Ud);Wet line;Alimentación húmeda;85G;17.4;11.04;public/images/productos/AM-051.jpg;;
bc4957de-31fc-4fa1-99d5-c1ad4097a427;AM-052;AMANOVA Wet Cat Steril Lamb&Sardi Pouch 85Gr Nº13 (Unidad);Wet line;Alimentación húmeda;85G;1.45;0.92;public/images/productos/AM-052.jpg;;
02e997c9-14af-4244-8183-db36bebfcb29;AM-053;AMANOVA Wet Cat Steril Lamb&Sardi Pouch 85Gr Nº13 12Ud (Caja 12 Ud);Wet line;Alimentación húmeda;85G;17.4;11.04;public/images/productos/AM-053.jpg;;
28a1444d-e560-4921-9492-d63c7551f754;AM-054;AMANOVA Wet Cat Steril. Fish&Turk Pouch 85Gr Nº12 (Unidad);Wet line;Alimentación húmeda;85G;1.45;0.92;public/images/productos/AM-054.jpg;;
bacae0a5-e30f-4cab-bb11-1ea9bb0c0071;AM-055;AMANOVA Wet Cat Steril. Fish&Turk Pouch 85Gr Nº12 12Ud (Caja 12 Ud);Wet line;Alimentación húmeda;85G;17.4;11.04;public/images/productos/AM-055.jpg;;
7db9ef21-8f43-4ef4-bde4-956b4954b3f9;AM-056;AMANOVA Wet Cat Sterilis. Chicken Pouch 85Gr Nº10 (Unidad);Wet line;Alimentación húmeda;85G;1.45;0.92;public/images/productos/AM-056.jpg;;
125b3f62-9cfe-4e79-bd0f-8d87bcd9df4d;AM-057;AMANOVA Wet Cat Sterilis. Chicken Pouch 85Gr Nº10 12Ud (Caja 12 Ud);Wet line;Alimentación húmeda;85G;17.4;11.04;public/images/productos/AM-057.jpg;;
f3009aa5-89bf-49a3-9285-d84a6cf18f3f;AM-058;AMANOVA Wet Cat Tuna & Algas Jelly 70Gr Nº13 (Unidad);Wet line;Alimentación húmeda;70G;1.45;0.92;public/images/productos/AM-058.jpg;;
80d457ef-1c27-4605-8304-c586a907a5d9;AM-059;AMANOVA Wet Cat Tuna & Algas Jelly 70Gr Nº13 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-059.jpg;;
e6b3ab46-2282-47d1-b6a4-5c163b0c2750;AM-060;AMANOVA Wet Cat Tuna & Anchoveta Broth 70Gr Nº09 (Unidad);Wet line;Alimentación húmeda;70G;1.45;0.92;public/images/productos/AM-060.jpg;;
c64dc3d4-48ca-40f5-895e-c07cc3b28275;AM-061;AMANOVA Wet Cat Tuna & Anchoveta Broth 70Gr Nº09 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-061.jpg;;
e011504b-ebd6-4030-b990-d169d1de4758;AM-062;AMANOVA Wet Cat Tuna & Cangrejo Jelly 70Gr Nº11 (Unidad);Wet line;Alimentación húmeda;70G;1.45;0.92;public/images/productos/AM-062.jpg;;
5de6fac7-c6c2-4799-9557-08059dd02df6;AM-063;AMANOVA Wet Cat Tuna & Cangrejo Jelly 70Gr Nº11 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-063.jpg;;
defb5dad-d433-4027-b4dd-026c4d244470;AM-064;AMANOVA Wet Cat Tuna & Gambas Broth 70Gr Nº12 (Unidad);Wet line;Alimentación húmeda;70G;1.45;0.92;public/images/productos/AM-064.jpg;;
fe9fca9a-a2c8-4d75-ad9a-6d4d46ee02d5;AM-065;AMANOVA Wet Cat Tuna & Gambas Broth 70Gr Nº12 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-065.jpg;;
9373dc8b-2421-41ae-8094-98981c517073;AM-066;AMANOVA Wet Cat Tuna & Gambas Jelly 70Gr Nº10 (Unidad);Wet line;Alimentación húmeda;70G;1.45;0.92;public/images/productos/AM-066.jpg;;
4c368b77-3b93-43d8-9736-7873e45f5128;AM-067;AMANOVA Wet Cat Tuna & Gambas Jelly 70Gr Nº10 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-067.jpg;;
79a21b05-8107-44ae-88f2-8603d51b61a2;AM-068;AMANOVA Wet Cat Tuna & Sardines Jelly 70Gr Nº14 (Unidad);Wet line;Alimentación húmeda;70G;1.45;0.92;public/images/productos/AM-068.jpg;;
90ed7389-823a-4270-a8a5-398e6f0d61fc;AM-069;AMANOVA Wet Cat Tuna & Sardines Jelly 70Gr Nº14 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-069.jpg;;
1b0d4586-d689-43d1-8870-c87256736667;AM-070;AMANOVA Wet Cat Tuna Fillets Broth 70Gr Nº07 (Unidad);Wet line;Alimentación húmeda;70G;1.45;0.92;public/images/productos/AM-070.jpg;;
3dc07c48-9a9e-47ea-936e-b55ca9bcfcdb;AM-071;AMANOVA Wet Cat Tuna Fillets Broth 70Gr Nº07 24Ud (Caja 24 Ud);Wet line;Alimentación húmeda;70G;34.8;22.08;public/images/productos/AM-071.jpg;;
22a45ce5-dc96-421d-9b50-426f8c6a8212;AM-072;AMANOVA Wet Kitten Chicken & Fish Pouch 85Gr Nº09 (Unidad);Wet line;Alimentación húmeda;85G;1.45;0.92;public/images/productos/AM-072.jpg;;
76b3f5d9-122e-4fab-a060-d71ce0d8047f;AM-073;AMANOVA Wet Kitten Chicken & Fish Pouch 85Gr Nº09 12Ud (Caja 12 Ud);Wet line;Alimentación húmeda;85G;17.4;11.04;public/images/productos/AM-073.jpg;;
883193d3-6316-467e-b6ab-899695d9b406;AM-160;AMANOVA Wet Puppy Exquis Chicken Pouch 100Gr Nº08 (Unidad);Wet line;Alimentación húmeda;100G;1.45;0.92;public/images/productos/AM-160.jpg;;
3d7dfabf-3c7a-4dad-9533-053f7a57e893;AM-161;AMANOVA Wet Puppy Exquis Chicken Pouch 100Gr Nº08 12Ud (Caja 12 Ud);Wet line;Alimentación húmeda;100G;17.4;11.04;public/images/productos/AM-161.jpg;;
af89ad73-e788-476b-af72-f7ac078557c7;AM-162;AMANOVA Wet Puppy Exquis Chicken Pouch 300Gr Nº08 (Unidad);Wet line;Alimentación húmeda;300G;3.87;2.47;public/images/productos/AM-162.jpg;;
a017b14c-0e5a-482c-83c7-81c1dd8fbb72;AM-163;AMANOVA Wet Puppy Exquis Chicken Pouch 300Gr Nº08 12Ud (Caja 12 Ud);Wet line;Alimentación húmeda;300G;46.44;29.64;public/images/productos/AM-163.jpg;;
6ad7abb0-df53-4778-a6a7-c378a4b082b0;AM-028;Amanova Creamy Treat Creamy Ocean 15gr 20x6ud (Caja 20 Ud);Snacks;Snack;15G;85.38;51.02;public/images/productos/AM-028.jpg;;
914c27ce-9227-4e17-95f8-3e5a83669499;AM-029;Amanova Creamy Treat Creamy Ocean 15gr 6ud (Unidad);Snacks;Snack;15G;4.3;2.55;public/images/productos/AM-029.jpg;;
019550c0-8aa5-469e-8043-8330e0097cbc;AM-030;Amanova Creamy Treat Garden Delight 15gr 20x6ud (Caja 20 Ud);Snacks;Snack;15G;85.38;51.02;public/images/productos/AM-030.jpg;;
90605c41-1887-4fc9-b5db-383355876bcc;AM-031;Amanova Creamy Treat Garden Delight 15gr 6ud (Unidad);Snacks;Snack;15G;4.3;2.55;public/images/productos/AM-031.jpg;;
d1fbde92-37d2-45b1-92e6-f76fc4310893;AM-032;Amanova Creamy Treat Ocean Blend 15gr 20x6ud (Caja 20 Ud);Snacks;Snack;15G;85.38;51.02;public/images/productos/AM-032.jpg;;
f70ec26b-bc2d-4e2c-b7ba-12896391dc79;AM-033;Amanova Creamy Treat Ocean Blend 15gr 6ud (Unidad);Snacks;Snack;15G;4.3;2.55;public/images/productos/AM-033.jpg;;
e4ddc32b-3c83-47fa-84a3-f8c9aedce9ed;AM-034;Amanova Creamy Treat Savory Chicken 15gr 20x6ud (Caja 20 Ud);Snacks;Snack;15G;85.38;51.02;public/images/productos/AM-034.jpg;;
2ae0a866-423f-4bbf-a925-6bf565ec0c6f;AM-035;Amanova Creamy Treat Savory Chicken 15gr 6ud (Unidad);Snacks;Snack;15G;4.3;2.55;public/images/productos/AM-035.jpg;;
89855ce8-6cd6-46cf-a4c4-0a1931004105;AM-036;Amanova Creamy Treat Seaside Roast 15gr 20x6ud (Caja 20 Ud);Snacks;Snack;15G;85.38;51.02;public/images/productos/AM-036.jpg;;
88cece77-db18-4fb7-b4f8-9e75fc7d3902;AM-037;Amanova Creamy Treat Seaside Roast 15gr 6ud (Unidad);Snacks;Snack;15G;4.3;2.55;public/images/productos/AM-037.jpg;;
b0b406f8-0f6b-4539-9da1-c7ba9be60836;AM-038;Amanova Creamy Treat Umami Bliss 15gr 20x6ud (Caja 20 Ud);Snacks;Snack;15G;85.38;51.02;public/images/productos/AM-038.jpg;;
32799463-456c-44f6-b390-0d6a6630e2cb;AM-039;Amanova Creamy Treat Umami Bliss 15gr 6ud (Unidad);Snacks;Snack;15G;4.3;2.55;public/images/productos/AM-039.jpg;;
